gid,favela,2017,2020,2024,osm,temporal,completed
1512,CUBIARA,False,False,False,False,False,0
1513,FRANCISCO FLORIDI,False,False,False,False,False,0
1514,ANÁPOLIS,False,False,False,False,False,0
1515,JOAQUIM MEIRA DE SIQUEIRA,False,False,False,False,False,0
1516,JARDIM WALQUÍRIA I,False,False,False,False,False,0
1527,JARDIM CALÚ,False,False,False,False,False,0
1528,JARDIM LARANJEIRAS,False,False,False,False,False,0
1529,CIDADE ALTA,False,False,False,False,False,0
1517,JARDIM MARTINI,False,False,False,False,False,0
1518,JARDIM ELIAN,False,False,False,False,False,0
1519,VILA GUARACIABA,False,False,False,False,False,0
1520,JARDIM GUARANI II,False,False,False,False,False,0
1521,DONA LOLA,False,False,False,False,False,0
1522,LIBANESA,False,False,False,False,False,0
1523,BOTAFOGO,False,False,False,False,False,0
1524,DIOGO PIRES,False,False,False,False,False,0
1525,COLONIAL,False,False,False,False,False,0
1526,SEBASTIÃO LOPES GRANDIA,False,False,False,False,False,0
1530,MONTE AZUL,False,False,False,False,False,0
1531,CIDADE ALTA,False,False,False,False,False,0
1532,SANTA RITA I / AMARO ALVES DO ROSÁRIO,False,False,False,False,False,0
1533,NORBERTO ALMANDOZ,False,False,False,False,False,0
1534,DURVAL DE ALMEIDA SANTANA,False,False,False,False,False,0
1535,IGUATEMI,False,False,False,False,False,0
1536,CARLOS SCHUMACKER,False,False,False,False,False,0
1537,VILA PROGRESSO,False,False,False,False,False,0
1538,ELISEU TEIXEIRA LEITE,False,False,False,False,False,0
1539,SOLDADO ARNALDO CANDIDO RAULINO,False,False,False,False,False,0
1540,PARQUE GUARANI MOGNO,False,False,False,False,False,0
1544,SETE LAGOS,False,False,False,False,False,0
1545,VERONIA II,False,False,False,False,False,0
1546,VICENTE CARDUCHO,False,False,False,False,False,0
1547,JARDIM CONSÓRCIO I,False,False,False,False,False,0
1548,FREI MUNIZ,False,False,False,False,False,0
1549,CACHOEIRA DAS GARÇAS,False,False,False,False,False,0
1550,GUARIROBA,False,False,False,False,False,0
1551,OCUPAÇÃO BOA ESPERANÇA,False,False,False,False,False,0
1552,MATIAS,False,False,False,False,False,0
1553,ERNESTO SIMOES FILHO,False,False,False,False,False,0
1554,CIDADE A E CARVALHO,False,False,False,False,False,0
1555,RECANTO PARAGOM,False,False,False,False,False,0
1574,JOÃO JOSÉ DA SILVA,False,False,False,False,False,0
1556,QUARESMA DELGADO,False,False,False,False,False,0
1557,TIJUCO PRETO II,False,False,False,False,False,0
1558,MIGUEL IGNACIO CURI I,False,False,False,False,False,0
1559,VILA FLAVIA,False,False,False,False,False,0
1560,JARDIM ITAPURA I,False,False,False,False,False,0
1561,JARDIM NÉLIA,False,False,False,False,False,0
1562,MONTEIRO DE FARIA,False,False,False,False,False,0
1563,RUA DO MESTRE,False,False,False,False,False,0
1564,GREGÓRIO POMAR,False,False,False,False,False,0
1575,JARDIM PRIMAVERA,False,False,False,False,False,0
1565,EDMUNDO DE PAULA COELHO,False,False,False,False,False,0
1566,ROMULO NALD,False,False,False,False,False,0
1567,JARDIM GOUVEIA,False,False,False,False,False,0
1568,COMPLEXO CÉLIA IRENE ETELVINA,False,False,False,False,False,0
1569,BROOKLIN,False,False,False,False,False,0
1570,PARQUE FIGUEIRA GRANDE IV,False,False,False,False,False,0
1571,GOITA,False,False,False,False,False,0
1572,VILA JARAGUÁ,False,False,False,False,False,0
1573,VILA BOM JARDIM I,False,False,False,False,False,0
1576,"JARDIM FUJIHARA I, III E JARDIM NAKAMURA II",False,False,False,False,False,0
1577,BOSQUE DO SOL II,False,False,False,False,False,0
1578,PAU QUEIMADO,False,False,False,False,False,0
1579,LETICIA CINI,False,False,False,False,False,0
1580,JARDIM IMBÉ I,False,False,False,False,False,0
1581,FRANCISCO MUNHOZ FILHO,False,False,False,False,False,0
1582,CAROMBÉ DE BAIXO,False,False,False,False,False,0
1583,PARQUE SÃO FRANCISCO,False,False,False,False,False,0
1584,JOANA D'ARC,False,False,False,False,False,0
1585,JOSÉ CRISPIM,False,False,False,False,False,0
1586,JARDIM MARABÁ,False,False,False,False,False,0
1587,MARIA ANGELA,False,False,False,False,False,0
1588,FIGUEIRA DA POLINÉSIA,False,False,False,False,False,0
1589,ESTRADA DO JAGUARÉ,False,False,False,False,False,0
1590,BARRA DA BURIQUIÓCA,False,False,False,False,False,0
1591,CAMPINORTE,False,False,False,False,False,0
1592,PAVANAS,False,False,False,False,False,0
1593,IDA VANUSSI PUNTEL,False,False,False,False,False,0
1594,MAR ADRIATICO,False,False,False,False,False,0
1595,JOÃO BATISTA MALIO,False,False,False,False,False,0
1596,PADRE ACHILLES SILVESTRE,False,False,False,False,False,0
1597,LOURDES,False,False,False,False,False,0
1598,SOARES NEIVA,False,False,False,False,False,0
1599,LUIZA ROSA,False,False,False,False,False,0
1646,DIAS VIEIRA,False,False,False,False,False,0
1600,KAGOHARA III,False,False,False,False,False,0
1601,RUA DO CAMPO,False,False,False,False,False,0
1602,PARQUE BOTURUSSU,False,False,False,False,False,0
1603,JARDIM MONTE ALEGRE I,False,False,False,False,False,0
1604,JARDIM JISMAR,False,False,False,False,False,0
1605,VILA AIMORE,False,False,False,False,False,0
1606,CAMPO NOVO DO SUL,False,False,False,False,False,0
1607,VICENTE RAO,False,False,False,False,False,0
1608,MARIA QUEDAS,False,False,False,False,False,0
1609,JARDIM COMERCIAL I,False,False,False,False,False,0
1647,MARIA TERESA GAUDINO,False,False,False,False,False,0
1610,PARQUE SANTA AMÉLIA,False,False,False,False,False,0
1611,FAVELA DOS TEXTEIS,False,False,False,False,False,0
1612,JARDIM MILIUNAS,False,False,False,False,False,0
1613,MIMOSA,False,False,False,False,False,0
1614,JARDIM TAIPAS,False,False,False,False,False,0
1615,JARDIM SANTA TEREZINHA II,False,False,False,False,False,0
1616,ALEGRIA,False,False,False,False,False,0
1617,JARDIM SYDNEY II,False,False,False,False,False,0
1618,SETE DE ABRIL,False,False,False,False,False,0
1619,FRANCISCO CAPARA,False,False,False,False,False,0
1620,JARDIM SANTA TEREZINHA I,False,False,False,False,False,0
1621,CARLOS DIAS FERNANDES,False,False,False,False,False,0
1622,JARDIM FANGANIELLO,False,False,False,False,False,0
1623,JARDIM ARIZONA,False,False,False,False,False,0
1624,JARDIM RINCÃO I,False,False,False,False,False,0
1625,MANOEL FIALHO,False,False,False,False,False,0
1626,JARDIM GUARANI - BOA ESPERANÇA,False,False,False,False,False,0
1627,CLOVIS,False,False,False,False,False,0
1628,INTEGRADA,False,False,False,False,False,0
1629,JARDIM NOSSA SENHORA APARECIDA,False,False,False,False,False,0
1630,ARMAÇÃO,False,False,False,False,False,0
1631,JOÃO AIRES,False,False,False,False,False,0
1632,BOAVENTURA RODRIGUES DA SILVA,False,False,False,False,False,0
1633,PAQUETÁ I,False,False,False,False,False,0
1634,MORRO DA ALEGRIA,False,False,False,False,False,0
1635,JOCKEIZINHO I,False,False,False,False,False,0
1636,PARANAPANEMA I,False,False,False,False,False,0
1637,JARDIM CIDADE III,False,False,False,False,False,0
1638,CONDESSA AMALIA MATARAZZO,False,False,False,False,False,0
1639,RODEIO,False,False,False,False,False,0
1640,CLARA AURORA,False,False,False,False,False,0
1641,INGAI,False,False,False,False,False,0
1642,PERI NOVO II,False,False,False,False,False,0
1643,ROLAND BERIGAN,False,False,False,False,False,0
1644,SANTO STEFANO II,False,False,False,False,False,0
1645,BAIXA GRANDE,False,False,False,False,False,0
1648,MARIA VIRGÍNIA,False,False,False,False,False,0
1649,AFONSO XIII,False,False,False,False,False,0
1650,CORREIO PAULISTANO,False,False,False,False,False,0
1651,JARDIM ÂNGELA I,False,False,False,False,False,0
1652,SINHÁ,False,False,False,False,False,0
1653,POSTO DE SAÚDE,False,False,False,False,False,0
1660,JARDIM PERI,False,False,False,False,False,0
1661,VIVAN I,False,False,False,False,False,0
1654,VILA APARECIDA,False,False,False,False,False,0
1655,JARDIM SÃO BENTO VELHO,False,False,False,False,False,0
1656,JARDIM UBERABA,False,False,False,False,False,0
1657,JARDIM COTINHA,False,False,False,False,False,0
1658,BERIMBAU,False,False,False,False,False,0
1659,CONCEIÇÃO DO JACUIPE,False,False,False,False,False,0
1662,DANIEL CERRI II,False,False,False,False,False,0
1663,ROSSIO DO CARMO,False,False,False,False,False,0
1664,JARDIM CONSÓRCIO II,False,False,False,False,False,0
1665,FAVELA DO PALANQUE,False,False,False,False,False,0
1666,JOSÉ ANTONIOLI II,False,False,False,False,False,0
1667,MINISTRO LINS DE BARROS,False,False,False,False,False,0
1668,PINEDO,False,False,False,False,False,0
1669,GANGES,False,False,False,False,False,0
1670,PINHEIRO DE FARIA,False,False,False,False,False,0
1671,LORENZO CATTANI,False,False,False,False,False,0
1672,VILA ZATT,False,False,False,False,False,0
1673,ALBUQUERQUE PRADO,False,False,False,False,False,0
1674,POESIA ÉPICA,False,False,False,False,False,0
1675,VILA ALBERTINA,False,False,False,False,False,0
1676,FIDALGA I,False,False,False,False,False,0
1677,BASILÉIA II,False,False,False,False,False,0
1678,OCUPAÇÃO MARGINAL C - SÃO FRANCISCO,False,False,False,False,False,0
1679,FRANCISCO TRANCHESI,False,False,False,False,False,0
1680,TACHÃ,False,False,False,False,False,0
1681,ALÇAPRIMA,False,False,False,False,False,0
1682,JARDIM CAMPOS I,False,False,False,False,False,0
1683,DANIEL BARTOLI,False,False,False,False,False,0
1684,PARANAIGUARA,False,False,False,False,False,0
1685,MINAS GÁS II,False,False,False,False,False,0
1686,SERRA PELADA,False,False,False,False,False,0
1687,MARINA LEMOS DE ABREU,False,False,False,False,False,0
1688,ESTRADA DO SABÃO,False,False,False,False,False,0
1689,PARQUE FIGUEIRA GRANDE II,False,False,False,False,False,0
1690,FRANCISCO,False,False,False,False,False,0
1691,GRAVAÇU,False,False,False,False,False,0
1692,LIDIANE,False,False,False,False,False,0
1693,MIGUEL ARCANJO,False,False,False,False,False,0
1694,ANTONIO AUGUSTO QUEIROGA I,False,False,False,False,False,0
1695,DANIEL AYALA,False,False,False,False,False,0
1696,MORATO DE OLIVEIRA,False,False,False,False,False,0
1697,CABUÇU I,False,False,False,False,False,0
1698,CABUÇU II,False,False,False,False,False,0
1699,NOVA TIETE,False,False,False,False,False,0
1700,DOMENICO TRITTO,False,False,False,False,False,0
1701,BERANÍZIA DE PAULA OLIVEIRA,False,False,False,False,False,0
1702,LEONARDO DONATI,False,False,False,False,False,0
1703,FRANCISCO BITANCOURT,False,False,False,False,False,0
1704,1PS1A - AV. ALMIRANTE DELAMARE,False,False,False,False,False,0
1705,WILLIN,False,False,False,False,False,0
1706,BANANAL DIREITO,False,False,False,False,False,0
1707,HELIÓPOLIS,False,False,False,False,False,0
1708,JOSÉ BORGES DA SILVA,False,False,False,False,False,0
1709,BANANAL ESQUERDO,False,False,False,False,False,0
1710,JARDIM PARANÁ,False,False,False,False,False,0
1711,CÓRREGO BANANAL,False,False,False,False,False,0
1712,SÃO GERALDO JARDEL FILHO,False,False,False,False,False,0
